"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.113776975E1,-6.714237866E0,1.248002812E0,2.873017716E0,7.408962946E0
6.114772975E1,-3.125701925E0,-6.775899678E-1,1.002307634E0,3.351680367E0
6.115768975E1,-6.945892125E-1,-1.261739675E0,2.271095105E-1,1.458087759E0
6.116764975E1,2.204568408E-1,-1.317017498E0,2.375402123E-2,1.335552531E0
6.117760975E1,5.179930671E-1,-7.798495835E-1,1.210815105E-1,9.440036667E-1
6.118756975E1,-5.960213095E-3,1.108444977E-1,-1.001310830E-1,1.494933463E-1
6.119752975E1,-8.783799912E-1,1.256306443E0,-4.693793893E-2,1.533642871E0
6.120748975E1,-1.137710584E0,1.731400900E0,5.330900663E-1,2.139233383E0
6.121744975E1,-1.515186945E0,1.437232744E0,1.179709087E0,2.398571026E0
6.122740975E1,-2.154110153E0,6.055481780E-1,1.985537557E0,2.991527794E0
6.123736975E1,-2.475046279E0,-3.774576509E-1,2.839744136E0,3.785825553E0
6.124732975E1,-2.501354656E0,-6.643454397E-1,3.393685665E0,4.267930690E0
6.125728975E1,-2.217523061E0,-9.974314946E-1,3.378040563E0,4.162143217E0
6.126724975E1,-2.028827418E0,-1.550052431E0,3.002602540E0,3.941373523E0
6.127720975E1,-1.564667254E0,-2.217670557E0,2.904911062E0,3.975519411E0
6.128717075E1,-1.787377465E0,-2.914922957E0,2.784450526E0,4.409609821E0
6.129713075E1,-2.103052266E0,-3.424448744E0,2.735053540E0,4.861089991E0
6.130709075E1,-2.397529449E0,-3.863677551E0,2.725159759E0,5.301193015E0
6.131705075E1,-2.825813729E0,-4.376429247E0,2.716519621E0,5.875188085E0
6.132701075E1,-3.221456221E0,-4.715805736E0,2.758986486E0,6.342602806E0
6.133697075E1,-3.669741487E0,-4.758318502E0,2.561689736E0,6.532293001E0
6.134693038E1,-3.867409828E0,-4.545805542E0,2.405415881E0,6.434845171E0
6.135689038E1,-3.988379657E0,-4.161069862E0,2.295581782E0,6.204141391E0
6.136685038E1,-4.021612892E0,-3.816444912E0,2.200060205E0,5.964804014E0
6.137681038E1,-4.008249665E0,-3.684678492E0,1.964688140E0,5.788170735E0
6.138677038E1,-3.902738413E0,-3.718988784E0,1.698153340E0,5.652076562E0
6.139673038E1,-3.721418594E0,-4.072448292E0,1.398741692E0,5.691245011E0
6.140669037E1,-3.482206078E0,-4.327884493E0,1.014775506E0,5.646778965E0
6.141665038E1,-3.104480040E0,-4.216785057E0,6.400515743E-1,5.275295115E0
6.142661038E1,-2.481819986E0,-3.870255083E0,2.116623361E-1,4.602510814E0
6.143657038E1,-1.937161350E0,-3.260745417E0,-3.437775426E-1,3.808311669E0
6.144653138E1,-1.482183799E0,-2.289776081E0,-1.342561498E0,3.040133992E0
6.145649138E1,-8.217282191E-1,-6.813637608E-1,-2.802234832E0,2.998668687E0
6.146645138E1,3.063910304E-1,1.023397810E0,-4.343495097E0,4.472937312E0
6.147641137E1,1.656424539E0,3.429476180E0,-6.034372162E0,7.135733775E0
6.148637138E1,3.672645507E0,7.033379481E0,-7.204338033E0,1.071724024E1
6.149633138E1,7.064418840E0,1.079475064E1,-6.461831692E0,1.442871871E1
6.150629138E1,9.971102486E0,1.202692270E1,-4.018196071E0,1.613120126E1
6.151625138E1,1.015256264E1,9.958397655E0,-3.168814323E0,1.457002389E1
6.152621137E1,8.884400965E0,5.789927557E0,-3.799727722E0,1.126471360E1
6.153617138E1,7.024274781E0,2.289538100E0,-3.803157407E0,8.309417980E0
6.154613138E1,4.971544822E0,-4.922724080E-1,-3.382354639E0,6.033151162E0
6.155609138E1,2.743102525E0,-3.156110078E0,-2.911043037E0,5.095077413E0
6.156605138E1,2.771548060E-1,-5.502002472E0,-2.148627073E0,5.913158571E0
6.157601138E1,-1.929258691E0,-7.473726275E0,-8.432430491E-1,7.764643094E0
6.158597138E1,-3.153971751E0,-8.240229589E0,-1.616053462E-1,8.824683437E0
6.159593237E1,-3.091277027E0,-7.057610927E0,-2.616175845E-1,7.709365047E0
6.160589238E1,-2.777316045E0,-4.789868324E0,1.654966682E-2,5.536839971E0
6.161585238E1,-3.767107860E0,-1.824362274E0,1.196735156E0,4.353340599E0
6.162581238E1,-4.370908890E0,3.158697470E0,3.132091470E0,6.236362017E0
6.163577238E1,-4.102372880E0,1.126058194E1,7.681683669E0,1.423511267E1
6.164573238E1,-4.090873161E0,2.144026630E1,7.036525283E0,2.293322808E1
6.165569238E1,9.213381690E-1,2.510634421E1,-4.336337228E0,2.549472895E1
6.166565237E1,8.792327784E0,1.045413162E1,-2.579858204E0,1.390142309E1
6.167561238E1,-1.086375831E0,-9.932665229E-2,3.030917097E0,3.221263212E0
6.168557238E1,-7.746298326E0,-2.933979033E0,-2.036772030E0,8.530053401E0
6.169553238E1,-7.409847198E0,-4.606656346E0,-1.509497020E0,8.854699286E0
6.170549238E1,-6.695101098E0,-6.346198325E0,2.296589842E0,9.506468156E0
6.171545237E1,-6.638300076E0,-7.573471588E0,3.585374644E0,1.069015487E1
6.172541238E1,-6.880619802E0,-7.769791269E0,4.889458101E0,1.147254923E1
6.173537238E1,-6.095700098E0,-5.804529224E0,6.731801147E0,1.077809194E1
6.174533338E1,-4.597038261E0,-2.461827478E0,8.200286089E0,9.717924020E0
6.175529338E1,-4.070566658E0,4.442088801E-1,9.113949788E0,9.991542182E0
6.176525338E1,-3.307469348E0,3.837450449E0,7.601898412E0,9.135329162E0
6.177521338E1,-1.533305420E0,7.098695219E0,3.124129901E0,7.905864087E0
6.178517337E1,1.367148894E0,9.250462977E0,-5.708110392E-1,9.368350262E0
6.179513338E1,3.273664548E0,8.048836772E0,-2.798969308E-1,8.693618075E0
6.180509338E1,3.467234575E0,4.482203624E0,1.323766354E0,5.819297405E0
6.181505338E1,2.802599114E0,1.295943548E0,1.539014057E0,3.450013875E0
6.182501338E1,1.369579728E0,-8.265928102E-1,5.335116506E-1,1.686309279E0
6.183497338E1,-2.018922235E-1,-1.829144127E0,-1.077531917E0,2.132511135E0
6.184493338E1,-1.574980865E0,-2.667938322E0,-1.745261725E0,3.555896245E0
6.185489337E1,-1.785086234E0,-3.281394859E0,-1.036428403E0,3.876631130E0
6.186485338E1,-2.054864777E0,-3.262131792E0,1.085477114E-2,3.855397633E0
6.187481338E1,-2.301776614E0,-2.750505685E0,6.675923985E-1,3.648168954E0
6.188477438E1,-1.552839214E0,-2.425741387E0,1.132445458E0,3.094828528E0
6.189473438E1,-1.659646209E0,-1.848125943E0,1.046647509E0,2.695452846E0
6.190469437E1,-1.056087985E0,-9.865346235E-1,1.005532812E0,1.760587581E0
6.191465438E1,-1.177148299E-1,-2.442767894E-1,1.111501316E0,1.144099256E0
6.192461437E1,2.616696247E-1,1.521503985E-2,8.254526031E-1,8.660684095E-1
6.193457438E1,8.212858772E-1,-2.915334016E-1,4.628286805E-1,9.867687692E-1
6.194453438E1,1.155720592E0,-8.843960452E-1,1.205052674E-2,1.455332150E0
6.195449438E1,1.105868840E0,-1.526503354E0,-3.434450553E-1,1.916014845E0
6.196445438E1,1.187188407E0,-1.701516366E0,-6.024098311E-1,2.160433258E0
6.197441437E1,1.382956403E0,-1.537574472E0,-9.409643483E-1,2.272029396E0
6.198437438E1,1.552543491E0,-1.282027175E0,-1.227280864E0,2.358008331E0
6.199433438E1,1.609941075E0,-1.182368985E0,-1.355476974E0,2.413964480E0
6.200429438E1,1.698172782E0,-1.176392546E0,-1.399079661E0,2.495017859E0
6.201425438E1,1.755460146E0,-1.031818970E0,-1.223377409E0,2.375487949E0
6.202421438E1,1.946313558E0,-6.879716992E-1,-9.213289596E-1,2.260594739E0
6.203417438E1,2.382137677E0,2.265263969E-1,-4.979588252E-1,2.444147522E0
6.204413537E1,2.673916515E0,1.055123048E0,9.750451371E-2,2.876216492E0
6.205409538E1,3.008276094E0,8.167303115E-1,5.814427391E-1,3.170938208E0
6.206405538E1,3.616691454E0,-1.442671824E-1,5.685101599E-1,3.663942398E0
6.207401538E1,4.338322358E0,-8.189271104E-1,-9.394721389E-3,4.414948556E0
6.208397538E1,4.744990359E0,-9.310837233E-1,-5.965732867E-1,4.872140196E0
6.209393538E1,4.804710311E0,-8.517171264E-1,-1.153535342E0,5.014110791E0
6.210389538E1,4.560605138E0,-9.817363983E-1,-1.301467559E0,4.843216223E0
6.211385537E1,3.397377597E0,-8.898842418E-1,-5.897316058E-1,3.561158782E0
6.212381538E1,2.916267816E0,9.481318653E-2,3.102725583E-1,2.934259119E0
6.213377538E1,2.880700958E0,9.919356966E-1,7.016645627E-1,3.126452877E0
6.214373538E1,2.789553975E0,1.367195379E0,5.544866364E-1,3.155675842E0
6.215369538E1,2.585885222E0,1.274052157E0,2.482499725E-1,2.893378532E0
6.216365537E1,2.618339315E0,8.146457791E-1,1.419679110E-1,2.745815617E0
6.217361538E1,2.788696774E0,4.839617604E-1,-1.466921689E-1,2.834178412E0
6.218357538E1,3.303595567E0,5.254302138E-1,-6.327269134E-1,3.404432982E0
6.219353638E1,4.380039318E0,1.174303336E0,-1.342619532E0,4.729308613E0
6.220349638E1,4.704130016E0,1.817791758E0,-1.894636450E0,5.387286270E0
6.221345638E1,4.399026981E0,2.202343251E0,-1.642933112E0,5.186615793E0
6.222341638E1,4.212518928E0,2.905815918E0,-1.325115746E0,5.286304343E0
6.223337637E1,4.287277919E0,4.354139661E0,-9.149037467E-1,6.178699945E0
6.224333638E1,4.198742303E0,5.385202001E0,-5.951281473E-2,6.828863690E0
6.225329638E1,4.161427127E0,5.293087304E0,1.448342892E-1,6.734628863E0
6.226325638E1,3.941157836E0,5.291883363E0,-1.013755751E0,6.675661415E0
6.227321638E1,2.376010087E0,4.734015135E0,-2.064451872E0,5.684917305E0
6.228317638E1,3.499800497E-1,3.016156386E0,-1.722362421E0,3.490876350E0
6.229313638E1,-8.764976263E-1,1.870076975E0,-1.395638575E0,2.492637762E0
6.230309637E1,-1.934896284E0,1.950583779E0,-1.701683012E0,3.231768213E0
6.231305638E1,-2.554402351E0,3.120314008E0,-1.747734513E0,4.394986553E0
6.232301638E1,-2.921396409E0,4.887797492E0,-7.845010436E-1,5.748092134E0
6.233297738E1,-3.515826107E0,6.480503606E0,4.014558299E-1,7.383706859E0
6.234293738E1,-4.540636311E0,7.512633648E0,1.576521606E0,8.918658129E0
6.235289737E1,-5.392402847E0,7.239794379E0,2.275221777E0,9.309632928E0
6.236285738E1,-5.899951690E0,5.261158583E0,1.981666993E0,8.149614939E0
6.237281737E1,-5.068176493E0,2.177543455E0,8.943529033E-1,5.588199672E0
6.238277738E1,-3.060232990E0,-3.693832308E-1,-1.844739528E-1,3.087960583E0
6.239273738E1,-1.499196857E0,-1.310017796E0,-6.274436617E-1,2.087444225E0
6.240269738E1,-3.210314351E-1,-1.143986108E0,-2.747172479E-1,1.219522432E0
6.241265738E1,3.102715351E-1,-3.441197509E-1,1.081712969E-1,4.758023307E-1
6.242261737E1,4.372876771E-1,5.640148205E-1,5.182806771E-1,8.820136566E-1
6.243257738E1,1.136640543E0,7.133456916E-1,7.476977912E-1,1.536185466E0
6.244253738E1,1.961910567E0,-1.933212286E-1,1.317568452E0,2.371171186E0
6.245249738E1,2.618467369E0,-1.049855876E0,2.875549561E0,4.028319004E0
6.246245738E1,1.580331652E0,-1.340233868E0,3.441803280E0,4.017422653E0
6.247241738E1,-5.197648466E-2,-1.077813168E0,2.272442011E0,2.515626258E0
6.248237838E1,-1.158781025E0,-1.113531470E0,1.628851848E0,2.288205441E0
6.249233837E1,-1.314664871E0,-1.763405635E0,1.739694006E0,2.804367735E0
6.250229838E1,-1.887904843E0,-2.424728649E0,2.036937214E0,3.686815283E0
6.251225838E1,-2.591585965E0,-2.891545204E0,1.977761053E0,4.357624383E0
6.252221838E1,-2.749846996E0,-3.226172000E0,2.058842053E0,4.712608076E0
6.253217838E1,-3.077390183E0,-3.593925612E0,2.328594284E0,5.273422322E0
6.254213837E1,-3.644123666E0,-3.842294868E0,2.661636485E0,5.926818364E0
6.255209838E1,-3.987343530E0,-3.868510274E0,2.824137625E0,6.232177268E0
6.256205837E1,-4.261557772E0,-3.712160406E0,2.656564318E0,6.244865370E0
6.257201838E1,-4.456126796E0,-3.445577658E0,2.439836100E0,6.138556151E0
6.258197838E1,-4.605230210E0,-3.109494905E0,2.416816782E0,6.059546783E0
6.259193838E1,-4.690786962E0,-2.891574440E0,2.427461345E0,6.021399642E0
6.260189838E1,-4.747057350E0,-2.893099394E0,2.358815911E0,6.038922924E0
6.261185837E1,-4.624596773E0,-3.044018953E0,2.164242793E0,5.944484298E0
6.262181838E1,-4.467033607E0,-3.399435525E0,1.808931179E0,5.897693036E0
6.263177937E1,-4.275241426E0,-3.905483973E0,1.292046964E0,5.932948649E0
6.264173938E1,-4.011361846E0,-3.964105234E0,7.667044580E-1,5.691483979E0
6.265169938E1,-3.498703705E0,-3.423644752E0,4.452011526E-1,4.915330616E0
6.266165938E1,-2.677690016E0,-2.909626549E0,4.208635792E-2,3.954455934E0
6.267161938E1,-1.896498058E0,-2.590924644E0,-7.413731503E-1,3.295334512E0
6.268157937E1,-9.224766219E-1,-2.145808861E0,-1.928002563E0,3.028638749E0
6.269153938E1,3.411636910E-1,-1.022581539E0,-3.285800736E0,3.458113958E0
6.270149938E1,1.539623337E0,5.617268050E-1,-4.566415808E0,4.851611109E0
6.271145938E1,2.974737634E0,2.139038955E0,-5.494644921E0,6.604216414E0
6.272141938E1,5.006486029E0,4.140579464E0,-5.864129308E0,8.751989100E0
6.273137937E1,7.865646429E0,6.627861627E0,-5.542238917E0,1.168389300E1
6.274133938E1,1.070908074E1,8.128959998E0,-4.629993753E0,1.421974835E1
6.275129937E1,1.158606837E1,8.091335505E0,-3.642489077E0,1.459364304E1
6.276125938E1,1.029620183E1,5.908470499E0,-2.792744801E0,1.219513097E1
6.277122038E1,7.502154268E0,3.243547001E0,-2.286724420E0,8.487168219E0
6.278118038E1,4.783247522E0,8.346625525E-1,-2.640381564E0,5.527000383E0
6.279114038E1,2.493107159E0,-1.270156158E0,-3.051264238E0,4.139938819E0
6.280110037E1,-4.538550317E-2,-2.976038640E0,-2.628466108E0,3.970856319E0
6.281106038E1,-2.564939326E0,-4.127068888E0,-1.314264775E0,5.033776242E0
6.282102037E1,-3.978681757E0,-4.829991918E0,-6.180356379E-1,6.288139510E0
6.283098038E1,-4.893500573E0,-4.121123439E0,-1.093448184E0,6.490426426E0
6.284094038E1,-5.671938347E0,-1.235786809E0,-1.419996321E0,5.976156223E0
6.285090038E1,-6.045293591E0,4.220129664E0,-8.542314291E-1,7.421912174E0
6.286086038E1,-5.915836236E0,1.200454190E1,1.290349517E0,1.344511608E1
6.287082037E1,-3.614280647E0,1.847915911E1,6.243213655E0,1.983734011E1
6.288078038E1,1.233096797E0,1.723204858E1,4.195436872E0,1.777823716E1
6.289074038E1,6.140289795E0,7.449767309E0,5.260273607E-1,9.668448506E0
6.290070038E1,-1.768078145E0,-6.986487150E-1,2.831755085E0,3.410725321E0
6.291066038E1,-8.268852879E0,-4.591322023E0,-1.435186072E0,9.566291074E0
6.292062138E1,-8.938415204E0,-5.621422496E0,-2.438475892E0,1.083705781E1
6.293058138E1,-8.504183428E0,-6.023177083E0,2.105989176E0,1.063179140E1
6.294054137E1,-7.602592476E0,-6.487481089E0,3.916508313E0,1.073433093E1
6.295050138E1,-6.736341510E0,-6.131570427E0,4.913428177E0,1.034969706E1
6.296046138E1,-5.662754125E0,-4.154671839E0,5.557324734E0,8.956111911E0
6.297042138E1,-4.576324500E0,-5.002790004E-1,6.000675827E0,7.563143222E0
6.298038138E1,-3.578348629E0,3.232508043E0,6.285508904E0,7.922203567E0
6.299034137E1,-2.876460557E0,6.002459228E0,5.931938299E0,8.915796885E0
6.300030138E1,-5.767421624E-1,8.103239266E0,4.172614020E0,9.132679009E0
6.301026137E1,2.330905396E0,8.502581876E0,1.681374024E0,8.975190089E0
6.302022138E1,3.675214189E0,6.109019471E0,8.253766624E-1,7.176946765E0
6.303018138E1,3.913621835E0,2.317480774E0,1.167554480E0,4.695778580E0
6.304014138E1,3.620987695E0,-7.369625956E-1,1.148085591E0,3.869465891E0
6.305010138E1,2.130827564E0,-2.110089390E0,5.633441448E-2,2.999346080E0
6.306006237E1,6.175629636E-1,-2.399493236E0,-9.773901629E-1,2.663502081E0
6.307002238E1,-3.824501498E-1,-2.769182861E0,-1.044655362E0,2.984283274E0
6.307998237E1,-1.090434018E0,-3.013986484E0,-2.568307980E-1,3.215450658E0
6.308994238E1,-1.321733716E0,-3.082122919E0,4.796412528E-1,3.387700907E0
6.309990238E1,-1.261966547E0,-2.737567551E0,4.138589803E-1,3.042715057E0
6.310986238E1,-1.223588274E0,-2.001293172E0,4.776654420E-1,2.393847719E0
6.311982238E1,-1.107628706E0,-1.123113302E0,1.005331668E0,1.870539120E0
6.312978237E1,-6.722109680E-1,-4.800757009E-1,1.007209866E0,1.302617357E0
6.313974238E1,-3.226253861E-1,-2.206932145E-1,3.124664336E-1,5.004277239E-1
6.314970238E1,4.012019511E-2,-7.148221135E-3,-2.328543998E-2,4.693547525E-2
6.315966238E1,6.267896506E-1,-7.452100933E-2,1.632665402E-1,6.519774613E-1
6.316962238E1,8.823736395E-1,-4.144395357E-1,-7.424852908E-2,9.776789926E-1
6.317958237E1,9.882585289E-1,-8.659831631E-1,-6.248814118E-1,1.455011525E0
6.318954238E1,1.301220953E0,-1.276513250E0,-9.505724931E-1,2.055784549E0
6.319950237E1,1.473226157E0,-1.321766607E0,-9.734796182E-1,2.205702799E0
6.320946338E1,1.397860078E0,-1.144815828E0,-9.830871052E-1,2.056958029E0
6.321942338E1,1.323298285E0,-1.035342502E0,-1.274546978E0,2.108914993E0
6.322938338E1,1.360918978E0,-9.176216787E-1,-1.507531478E0,2.228627642E0
6.323934338E1,1.370302005E0,-7.947558904E-1,-1.304736152E0,2.052242904E0
6.324930337E1,1.427455176E0,-6.696985656E-1,-9.056572522E-1,1.818334267E0
6.325926338E1,1.774676436E0,-4.227472597E-1,-4.576036817E-1,1.880848964E0
6.326922337E1,2.223125132E0,-2.849535298E-1,-1.554051049E-1,2.246694152E0
6.327918338E1,2.660050720E0,-1.815139461E-1,-7.249743417E-2,2.667221968E0
6.328914338E1,3.332964670E0,7.008414209E-2,-1.211619097E-1,3.335902499E0
6.329910338E1,3.865213906E0,-1.634881496E-2,-1.924393223E-1,3.870036010E0
6.330906338E1,4.374954287E0,-8.298654968E-1,-3.629080242E-1,4.467729176E0
6.331902337E1,4.443158841E0,-1.586594605E0,-6.265893835E-1,4.759365208E0
6.332898338E1,3.940472834E0,-1.787019616E0,-9.593971109E-1,4.431840259E0
6.333894338E1,3.247720159E0,-1.621500143E0,-1.169828608E0,3.813849488E0
6.334890371E1,2.845277356E0,-1.228758456E0,-8.401017787E-1,3.211109088E0
6.335886371E1,2.805877063E0,-5.046486247E-1,-2.555940753E-1,2.862332031E0
6.336882371E1,2.751775700E0,3.732476556E-1,1.040361460E-1,2.778921883E0
6.337878371E1,2.743805945E0,9.675884753E-1,2.418490255E-1,2.919450200E0
6.338874371E1,2.880638100E0,1.229953042E0,2.030474871E-1,3.138803694E0
6.339870371E1,2.977337306E0,1.061015872E0,-1.569348827E-2,3.160781296E0
6.340866371E1,3.164469842E0,6.587134016E-1,-2.559678586E-1,3.242420742E0
6.341862371E1,3.798969631E0,5.170733732E-1,-7.924107184E-1,3.915028720E0
6.342858371E1,4.757248169E0,9.772229326E-1,-1.655784854E0,5.131081590E0
6.343854371E1,5.447017010E0,1.659539790E0,-2.243116178E0,6.120101046E0
6.344850371E1,5.646644461E0,2.535301836E0,-1.934319895E0,6.484901119E0
6.345846371E1,5.339285570E0,3.954071411E0,-8.979095453E-1,6.704393536E0
6.346842371E1,5.002645578E0,5.569807370E0,-4.039474382E-1,7.497492277E0
6.347838371E1,5.130293219E0,6.629391258E0,-1.326297614E0,8.486919484E0
6.348834471E1,5.641036397E0,6.075248877E0,-1.165520087E0,8.371880172E0
6.349830471E1,4.997323442E0,4.555875033E0,-1.087337259E-1,6.763213875E0
6.350826471E1,2.151782084E0,3.578663794E0,-1.403314946E-1,4.178120824E0
6.351822471E1,-6.359873939E-1,2.853702609E0,-9.301101619E-1,3.068094434E0
6.352818471E1,-2.691164339E0,2.697349817E0,-2.315807886E0,4.458814607E0
6.353814471E1,-4.107561407E0,3.754285501E0,-3.088544916E0,6.364419065E0
6.354810471E1,-4.791097993E0,5.904186244E0,-2.544048686E0,8.017868726E0
6.355806471E1,-5.268093966E0,7.830133950E0,-5.539394832E-1,9.453605696E0
6.356802471E1,-5.368737996E0,8.373652525E0,1.900053896E0,1.012677684E1
6.357798471E1,-5.173198333E0,7.660993297E0,3.575987524E0,9.911633874E0
6.358794471E1,-5.294985310E0,5.652475305E0,3.460614942E0,8.483112771E0
6.359790471E1,-4.642043695E0,2.573551397E0,1.625880146E0,5.551146072E0
6.360786471E1,-2.099704151E0,2.177935803E-1,-3.777394867E-1,2.144499635E0
6.361782471E1,-2.686407483E-1,-8.237101328E-1,-1.151188123E0,1.440798504E0
6.362778571E1,6.196673034E-1,-1.085947815E0,-1.005999566E0,1.604775794E0
6.363774571E1,1.183004139E0,-6.984259361E-1,-3.295897123E-1,1.412772791E0
6.364770571E1,8.155781177E-1,3.346946239E-1,1.326639676E-1,8.915087692E-1
6.365766571E1,6.527678065E-1,9.589989156E-1,5.730060840E-1,1.293878163E0
6.366762571E1,4.025258338E-1,8.156304502E-1,6.805716093E-1,1.135983184E0
6.367758571E1,1.086656789E-1,-9.882846951E-2,1.214546506E0,1.223396301E0
6.368754571E1,-1.076399311E-2,-8.671333104E-1,2.979615381E0,3.103247309E0
6.369750571E1,-5.673777004E-1,-8.188961202E-1,3.403332109E0,3.546149709E0
6.370746571E1,-1.691952514E0,-7.595433730E-1,2.699107782E0,3.274872862E0
6.371742571E1,-2.506837298E0,-1.248461233E0,1.946064759E0,3.410286899E0
6.372738571E1,-2.780486991E0,-2.034881918E0,1.835360594E0,3.903895597E0
6.373734571E1,-2.926840167E0,-2.659842267E0,2.153786948E0,4.503326822E0
6.374730571E1,-3.211571795E0,-2.996314445E0,2.145864995E0,4.888438423E0
6.375726571E1,-3.396091502E0,-3.415322410E0,2.058584776E0,5.237903773E0
6.376722571E1,-3.580225878E0,-3.877858803E0,2.119444935E0,5.687517302E0
6.377718671E1,-3.883258414E0,-4.136889287E0,2.396217041E0,6.159172427E0
6.378714671E1,-4.224777616E0,-4.159249624E0,2.482552057E0,6.427376452E0
6.379710671E1,-4.441402338E0,-3.965137267E0,2.301319947E0,6.383137298E0
6.380706671E1,-4.667118895E0,-3.696196337E0,2.187980735E0,6.342801104E0
6.381702671E1,-4.893934144E0,-3.494427636E0,2.235360723E0,6.415485444E0
6.382698671E1,-4.991224211E0,-3.477220450E0,2.406170171E0,6.541638639E0
6.383694671E1,-4.946126976E0,-3.653822150E0,2.415187455E0,6.606642022E0
6.384690671E1,-4.774408286E0,-3.941689932E0,2.225556989E0,6.579133523E0
6.385686671E1,-4.486373858E0,-4.368336115E0,1.846040826E0,6.528229281E0
6.386682671E1,-4.155954133E0,-4.680466334E0,1.371204961E0,6.407723692E0
6.387678671E1,-3.743436285E0,-4.440771423E0,9.445406516E-1,5.884379584E0
6.388674671E1,-3.020795859E0,-3.961075791E0,1.772035249E-1,4.984649450E0
6.389670671E1,-2.200191475E0,-3.253598365E0,-7.711576974E-1,4.002677734E0
6.390666771E1,-1.120961819E0,-2.319498648E0,-1.881477292E0,3.190076202E0
6.391662771E1,3.293113849E-1,-7.589352626E-1,-3.281034086E0,3.383727736E0
6.392658771E1,2.003763328E0,1.366745728E0,-4.944914263E0,5.507743498E0
6.393654771E1,4.089574787E0,3.940470788E0,-6.073436240E0,8.314959996E0
6.394650771E1,7.354759410E0,7.060557924E0,-6.498286743E0,1.209014867E1
6.395646771E1,1.088875515E1,9.644429657E0,-5.752359781E0,1.564191981E1
6.396642771E1,1.303579310E1,1.073471611E1,-3.392390800E0,1.722423720E1
6.397638771E1,1.203998889E1,7.950270258E0,-2.294292763E0,1.460930898E1
6.398634771E1,9.201669717E0,3.470981471E0,-2.407016848E0,1.012482929E1
6.399630771E1,6.329529667E0,7.745116603E-1,-3.109808900E0,7.094626524E0
6.400626771E1,3.387723260E0,-1.268625941E0,-4.066244981E0,5.442465334E0
6.401622771E1,2.855546236E-1,-2.751658171E0,-4.240901313E0,5.063438365E0
6.402618771E1,-2.417783619E0,-3.258342796E0,-2.796501052E0,4.927767602E0
6.403614771E1,-4.619241893E0,-3.234773254E0,-6.184845579E-1,5.673065910E0
6.404610871E1,-5.503405219E0,-3.797798726E0,-7.304119599E-1,6.726384304E0
6.405606871E1,-5.267031527E0,-3.393107668E0,-1.530102754E0,6.449497282E0
6.406602871E1,-4.983828653E0,-1.004036509E0,-1.093506510E0,5.200230172E0
6.407598871E1,-4.153296866E0,3.754003081E0,8.566711798E-1,5.663594221E0
6.408594871E1,-2.269773049E0,1.106725311E1,4.719462292E0,1.224374474E1
6.409590871E1,2.218126640E-1,1.832394009E1,6.710526638E0,1.951530551E1
6.410586871E1,5.038477900E0,1.633148265E1,2.340125871E0,1.725050069E1
6.411582871E1,4.369328973E0,4.163798173E0,2.089722515E0,6.387111326E0
6.412578871E1,-5.634664101E0,-2.861009290E0,1.696978780E0,6.543282866E0
6.413574871E1,-9.120580530E0,-4.701884685E0,-3.158609762E0,1.073636458E1
6.414570871E1,-8.569243643E0,-5.072294102E0,-1.291240633E0,1.004128510E1
6.415566871E1,-7.694587889E0,-6.182694388E0,1.940332879E0,1.005968610E1
6.416562871E1,-6.879725178E0,-6.773108218E0,3.811661890E0,1.037951732E1
6.417558871E1,-6.206403093E0,-5.729364436E0,5.694079413E0,1.018663814E1
6.418554971E1,-4.916402071E0,-2.740456075E0,6.475293152E0,8.579657932E0
6.419550971E1,-3.819382261E0,1.456827933E0,7.119066918E0,8.209210818E0
6.420546971E1,-3.555125828E0,5.699959373E0,6.704791689E0,9.491190026E0
6.421542971E1,-2.306157202E0,8.962408669E0,4.797594835E0,1.042401297E1
6.422538971E1,9.782099426E-2,1.011970129E1,2.086450413E0,1.033301497E1
6.423534971E1,2.236668599E0,8.418168547E0,7.650836098E-1,8.743774988E0
6.424530971E1,3.133626072E0,4.078205461E0,1.310104043E0,5.307329342E0
6.425526971E1,2.911577180E0,4.140805167E-1,1.887432096E0,3.494444772E0
6.426522971E1,1.817165521E0,-1.330016443E0,1.331793412E0,2.616239278E0
6.427518971E1,6.155736677E-1,-1.679589307E0,-1.580338486E-1,1.795807862E0
6.428514971E1,-9.930963689E-1,-1.828189861E0,-9.417788655E-1,2.283739477E0
6.429510971E1,-2.258216904E0,-2.378930917E0,-5.108677232E-1,3.319614696E0
6.430506971E1,-2.513838169E0,-2.597099304E0,2.256165701E-1,3.621492783E0
6.431502971E1,-2.311202034E0,-2.500655329E0,5.319247162E-1,3.446429431E0
6.432499071E1,-2.498091033E0,-2.362266937E0,2.907738483E-1,3.450407704E0
6.433495071E1,-2.049064924E0,-2.168681999E0,9.080345839E-1,3.118713755E0
6.434491183E1,-8.057140110E-1,-1.955829901E0,1.680682737E0,2.701692087E0
6.435487183E1,-1.988981567E-1,-1.217958063E0,1.195694790E0,1.718333015E0
6.436483183E1,5.294786067E-1,-3.858969373E-1,2.859692643E-1,7.148723391E-1
6.437479183E1,6.987516260E-1,-5.135492563E-2,1.025425478E-1,7.081003724E-1
6.438475183E1,6.833683325E-1,-1.911361241E-1,2.749559605E-1,7.610033351E-1
6.439471183E1,8.872367688E-1,-5.492991328E-1,3.308155080E-1,1.094695173E0
