"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.850902283E1,1.276731644E0,-1.240936452E0,-4.331612239E-1,1.832374310E0
1.851898183E1,1.223471403E0,-1.287603080E0,-4.090461371E-1,1.822669116E0
1.852894183E1,1.202676950E0,-1.253550065E0,-2.649770292E-1,1.757279841E0
1.853890183E1,1.394451883E0,-1.095676412E0,-1.261846679E-1,1.777899160E0
1.854886183E1,1.651258086E0,-8.077168286E-1,-2.785567490E-1,1.859207789E0
1.855882183E1,1.917923571E0,-4.097243410E-1,-5.266155175E-1,2.030671998E0
1.856878183E1,1.987703951E0,-5.872007847E-2,-4.196910663E-1,2.032376844E0
1.857874183E1,2.051185125E0,1.113105208E-1,-1.911842906E-1,2.063080677E0
1.858870183E1,2.176566385E0,-1.630203724E-3,-1.996537632E-1,2.185704809E0
1.859866183E1,2.411042072E0,8.083717167E-2,-3.961950535E-1,2.444714511E0
1.860862083E1,2.610286822E0,4.707996780E-1,-6.017176670E-1,2.719800320E0
1.861858083E1,2.550388237E0,5.895694917E-1,-5.281392288E-1,2.670393864E0
1.862854083E1,2.062591580E0,1.647745371E-2,-3.493578328E-1,2.092034041E0
1.863850083E1,1.489505097E0,-4.834372652E-1,-3.511342169E-1,1.604877647E0
1.864846083E1,1.465183311E0,-4.245318300E-1,-3.845981245E-1,1.573183120E0
1.865842083E1,1.601169082E0,-6.560634434E-2,-3.638663828E-1,1.643303188E0
1.866838083E1,1.575922267E0,4.296469742E-1,-1.342017853E-1,1.638944060E0
1.867834083E1,1.507124951E0,8.850608736E-1,1.222337043E-1,1.752055777E0
1.868830083E1,1.825991600E0,1.126745592E0,3.455442788E-1,2.173292848E0
1.869825983E1,2.381576052E0,1.399367344E0,3.866917200E-1,2.789204894E0
1.870821983E1,2.862227849E0,1.572023343E0,1.559019721E-1,3.269237079E0
1.871817983E1,3.330342194E0,1.491007247E0,2.007933855E-3,3.648874589E0
1.872813983E1,3.715957003E0,1.288293636E0,-7.470578134E-2,3.933651979E0
1.873809983E1,4.309390627E0,1.240450548E0,-3.437281336E-1,4.497523115E0
1.874805983E1,4.817745509E0,1.414616883E0,-9.235513401E-1,5.105365785E0
1.875801983E1,5.063814470E0,1.763908496E0,-1.077889621E0,5.469500544E0
1.876797983E1,4.964512961E0,2.448054362E0,-5.683863451E-1,5.564388748E0
1.877793983E1,4.718614154E0,3.143394722E0,1.685854599E-2,5.669791365E0
1.878789883E1,4.352431689E0,3.471537541E0,2.731760681E-2,5.567403413E0
1.879785883E1,3.982338898E0,3.559705952E0,-3.000948948E-1,5.349821166E0
1.880781883E1,3.420439308E0,3.581191546E0,-3.845450610E-1,4.967113131E0
1.881777883E1,2.909813660E0,3.448777254E0,-5.248221765E-1,4.542743488E0
1.882773883E1,2.022332039E0,2.687752197E0,-1.109292238E0,3.541802933E0
1.883769883E1,1.037308263E0,1.538397760E0,-1.470416862E0,2.367446272E0
1.884765883E1,3.116595179E-2,5.238514656E-1,-1.775110007E0,1.851055702E0
1.885761883E1,-6.642720571E-1,1.169688714E-1,-2.232729476E0,2.332385045E0
1.886757783E1,-1.103538286E0,3.884977788E-1,-2.643299909E0,2.890633440E0
1.887753783E1,-1.415814393E0,1.518986174E0,-2.540321671E0,3.281018680E0
1.888749783E1,-1.803121971E0,3.450320919E0,-1.670558867E0,4.236358131E0
1.889745783E1,-2.705526563E0,5.334579731E0,-1.075092459E-1,5.982405296E0
1.890741783E1,-4.061089784E0,6.614115407E0,1.452214479E0,7.896068626E0
1.891737783E1,-5.591086557E0,6.608071725E0,2.508744367E0,9.012250502E0
1.892733783E1,-6.558632932E0,5.009657559E0,3.081711860E0,8.809613089E0
1.893729783E1,-6.397592427E0,2.426285178E0,2.629494048E0,7.330094650E0
1.894725783E1,-4.993633264E0,1.891901708E-1,1.483552047E0,5.212781673E0
1.895721683E1,-3.435153826E0,-7.143116516E-1,5.938386901E-1,3.558534437E0
1.896717683E1,-1.987564202E0,-2.964573419E-1,3.601171482E-1,2.041563806E0
1.897713683E1,-4.630486089E-1,4.925168216E-1,2.499178907E-1,7.207258743E-1
1.898709683E1,1.997245145E-1,1.208768579E0,6.240455523E-2,1.226745976E0
1.899705683E1,5.743812029E-1,1.528154023E0,1.228929779E-1,1.637153374E0
1.900701683E1,1.240038465E0,1.154581262E0,4.078003147E-1,1.742714659E0
1.901697683E1,1.157005810E0,3.766717851E-1,9.529302366E-1,1.545516132E0
1.902693683E1,1.717192751E0,-4.092536402E-1,2.653812618E0,3.187312489E0
1.903689683E1,1.859904867E0,-8.395461470E-1,3.458565786E0,4.015689373E0
1.904685583E1,1.238209895E0,-8.598003173E-1,2.092686030E0,2.579099678E0
1.905681583E1,6.640653580E-2,-1.124972717E0,1.647227600E0,1.995828702E0
1.906677583E1,-1.065842456E0,-1.440535251E0,1.655894051E0,2.439907182E0
1.907673583E1,-2.178921059E0,-1.808219866E0,1.687408496E0,3.296164968E0
1.908669583E1,-2.721874208E0,-2.210371478E0,1.837478456E0,3.958619501E0
1.909665583E1,-3.290790750E0,-2.619354392E0,2.166291073E0,4.731082138E0
1.910661583E1,-3.851865298E0,-3.031241033E0,2.485532968E0,5.495740406E0
1.911657583E1,-4.168891390E0,-3.330133156E0,2.714297094E0,5.986388809E0
1.912653583E1,-4.303675851E0,-3.411253917E0,2.764720266E0,6.148329632E0
1.913649483E1,-4.504560745E0,-3.401634078E0,2.795558481E0,6.298994295E0
1.914645483E1,-4.862675807E0,-3.386382785E0,2.804558808E0,6.555818368E0
1.915641483E1,-5.144765078E0,-3.266359329E0,2.624749910E0,6.635286208E0
1.916637483E1,-5.179287039E0,-3.248327100E0,2.336028434E0,6.544743847E0
1.917633483E1,-5.048587151E0,-3.488065281E0,2.089441995E0,6.482329788E0
1.918629483E1,-4.752962453E0,-3.550827540E0,1.840316402E0,6.211746353E0
1.919625483E1,-4.245539909E0,-3.527560299E0,1.550754681E0,5.733509472E0
1.920621483E1,-3.584432657E0,-3.458457904E0,1.243552496E0,5.133761911E0
1.921617483E1,-2.868538457E0,-3.012342247E0,1.018471823E0,4.282523035E0
1.922613383E1,-2.298293136E0,-2.683075594E0,6.708791184E-1,3.595987315E0
1.923609383E1,-1.874390174E0,-2.687456328E0,3.099167553E-1,3.291171286E0
1.924605383E1,-1.322607729E0,-2.214870910E0,-2.719920069E-1,2.594016963E0
1.925601383E1,-7.389401239E-1,-1.242752012E0,-1.531141366E0,2.105910481E0
1.926597383E1,1.973493755E-2,-5.513789874E-1,-2.595840399E0,2.653826602E0
1.927593383E1,1.121501225E0,2.185198045E-1,-3.490827506E0,3.673063105E0
1.928589383E1,2.642721327E0,1.767209249E0,-4.726568414E0,5.696266629E0
1.929585383E1,4.569964483E0,3.891747109E0,-5.148493263E0,7.908049938E0
1.930581333E1,6.472742597E0,5.867705466E0,-4.179587409E0,9.684798143E0
1.931577233E1,7.301469641E0,7.824076819E0,-3.472560512E0,1.125105833E1
1.932573233E1,7.535370546E0,9.349303141E0,-3.748417236E0,1.257942408E1
1.933569233E1,8.025139761E0,9.182644047E0,-3.989014957E0,1.283105842E1
1.934565233E1,7.818792690E0,6.781615332E0,-3.825553705E0,1.103443187E1
1.935561233E1,6.059541501E0,3.780947635E0,-3.358555301E0,7.892623261E0
1.936557233E1,3.868001274E0,1.001153832E0,-2.904375457E0,4.939548527E0
1.937553233E1,1.577703329E0,-1.623070706E0,-2.479318839E0,3.357160737E0
1.938549233E1,-5.516119990E-1,-3.796676645E0,-1.985584335E0,4.319904455E0
1.939545233E1,-1.995993841E0,-5.422879120E0,-1.780961316E0,6.046770424E0
1.940541233E1,-1.983892736E0,-5.233045755E0,-1.182882079E0,5.720123099E0
1.941537133E1,-1.858155672E0,-4.005112926E0,-8.838440681E-1,4.502760530E0
1.942533133E1,-2.199146285E0,-2.699175902E0,-6.597790566E-1,3.543600336E0
1.943529133E1,-2.761828233E0,-1.400565439E0,2.591485977E-2,3.096764492E0
1.944525133E1,-3.278618309E0,6.619767326E-1,9.099086165E-1,3.466335947E0
1.945521133E1,-3.892852525E0,3.925542846E0,1.330773365E0,5.686400019E0
1.946517133E1,-3.941092639E0,8.700122455E0,1.822057886E0,9.723386080E0
1.947513133E1,-2.831258656E0,1.290492657E1,3.974661504E0,1.379677822E1
1.948509133E1,-1.358614590E0,1.228308922E1,3.127012578E0,1.274748297E1
1.949505133E1,-9.758216473E-1,5.647245555E0,-2.334432875E0,6.188148923E0
1.950501033E1,-3.140873111E0,-1.375512459E0,-1.286830370E0,3.662383216E0
1.951497033E1,-6.032101103E0,-4.988320484E0,6.226162004E-1,7.852212166E0
1.952493033E1,-7.783429899E0,-6.183590181E0,-7.797284000E-1,9.971286021E0
1.953489033E1,-7.680792553E0,-7.050022995E0,1.849924839E0,1.058865527E1
1.954485033E1,-6.100158600E0,-6.865118249E0,5.173264992E0,1.054060976E1
1.955481033E1,-4.720508359E0,-5.651109980E0,7.227899973E0,1.031798339E1
1.956477033E1,-4.109606763E0,-3.053469223E0,8.574675121E0,9.986871156E0
1.957473033E1,-3.331949008E0,3.400103277E-1,8.334894841E0,8.982647896E0
1.958469033E1,-2.005606371E0,3.474400338E0,6.454909759E0,7.599985172E0
1.959464933E1,-3.255956255E-1,5.916293489E0,3.926949102E0,7.108408430E0
1.960460933E1,1.809502452E0,7.394228700E0,2.448046907E0,7.996364853E0
1.961456933E1,3.548653837E0,6.901001442E0,1.567758969E0,7.916731216E0
1.962452933E1,4.143727313E0,4.140213429E0,-9.226796664E-2,5.858357846E0
1.963448933E1,3.498207276E0,1.318040761E0,-1.708306153E0,4.110108941E0
1.964444933E1,1.338701313E0,-2.143331981E-1,-1.920706261E0,2.350993932E0
1.965440933E1,-1.123746263E0,-9.840396166E-1,-9.349206662E-1,1.762162388E0
1.966436933E1,-1.992662974E0,-1.617622855E0,1.181301284E-1,2.569312001E0
1.967432933E1,-2.024845465E0,-2.140943978E0,9.094583809E-1,3.083951170E0
1.968428833E1,-2.182978296E0,-2.379648371E0,1.471251844E0,3.548619816E0
1.969424833E1,-1.932974451E0,-2.475162054E0,1.929171860E0,3.685718585E0
1.970420833E1,-1.774114665E0,-2.264888577E0,2.216935562E0,3.632080175E0
1.971416833E1,-1.326712182E0,-2.053167331E0,2.312484913E0,3.365003384E0
1.972412833E1,-1.154101352E0,-1.310246422E0,2.165441473E0,2.781695956E0
1.973408833E1,-8.868280484E-1,-1.507371265E-1,1.785413386E0,1.999221505E0
1.974404833E1,-1.802948747E-1,8.420370609E-1,9.259516221E-1,1.264483713E0
1.975400833E1,5.192035139E-1,1.412241744E0,4.885307747E-1,1.581980199E0
1.976396833E1,9.948582081E-1,1.040522550E0,4.454245527E-1,1.506928354E0
1.977392833E1,1.284923593E0,2.540036327E-1,1.442899865E-1,1.317712444E0
1.978388733E1,1.537536173E0,-3.975206172E-1,-4.057985204E-1,1.639119448E0
1.979384733E1,1.288654409E0,-9.838408113E-1,-4.820245779E-1,1.691425618E0
1.980380733E1,9.327469638E-1,-1.404897641E0,-1.918799631E-1,1.697224853E0
1.981376733E1,7.986513054E-1,-1.469557321E0,1.008415928E-1,1.675592926E0
1.982372733E1,6.365907535E-1,-1.368948374E0,1.892035463E-1,1.521533904E0
1.983368733E1,6.094839388E-1,-1.306863808E0,2.148821785E-1,1.457922507E0
1.984364733E1,6.761737722E-1,-1.241550409E0,2.974295877E-2,1.414051991E0
1.985360733E1,9.769589308E-1,-1.159557828E0,-5.068845999E-1,1.598735471E0
1.986356733E1,1.329041128E0,-8.493513429E-1,-1.076936817E0,1.909853641E0
1.987352633E1,1.512558330E0,-3.234521824E-1,-1.427309434E0,2.104677228E0
1.988348633E1,1.699450252E0,3.260764128E-1,-1.437666022E0,2.249742336E0
1.989344633E1,1.723255437E0,8.762947279E-1,-8.432614678E-1,2.109168474E0
1.990340633E1,1.747171426E0,1.086683979E0,8.326142728E-2,2.059228624E0
1.991336633E1,1.828100691E0,9.347060734E-1,6.335013771E-1,2.148709281E0
1.992332633E1,1.885305756E0,4.706564212E-1,7.232292402E-1,2.073392340E0
1.993328633E1,2.142254339E0,-1.898690325E-1,6.336218297E-1,2.242048288E0
1.994324633E1,2.478839075E0,-7.912674415E-1,3.166337442E-1,2.621260051E0
1.995320633E1,2.715369181E0,-1.147492683E0,-3.134940818E-2,2.948042068E0
1.996316633E1,2.688133143E0,-1.166304930E0,-1.771707805E-1,2.935594739E0
1.997312533E1,2.229810546E0,-8.671613771E-1,-8.511674881E-2,2.394006848E0
1.998308533E1,1.740850293E0,-1.961623907E-1,8.239296958E-2,1.753803874E0
1.999304533E1,1.635778167E0,9.024580944E-1,2.685811798E-1,1.887415342E0
2.000300533E1,1.524898878E0,1.904925211E0,4.160551214E-1,2.475309781E0
2.001296533E1,1.415315625E0,2.408027832E0,2.979542291E-1,2.809002150E0
2.002292533E1,1.413039450E0,2.200969155E0,-5.917791545E-2,2.616189545E0
2.003288533E1,1.650639743E0,1.498516241E0,-3.651306970E-1,2.259088956E0
2.004284533E1,2.180850201E0,8.462061256E-1,-5.335981894E-1,2.399353962E0
2.005280533E1,3.102696055E0,5.828218049E-1,-6.862665050E-1,3.230691223E0
2.006276533E1,4.117226562E0,8.100323260E-1,-1.231233582E0,4.373058777E0
2.007272433E1,4.714133725E0,1.280895739E0,-1.678357884E0,5.165330179E0
2.008268433E1,4.958175164E0,1.808311082E0,-1.393070332E0,5.458400395E0
2.009264433E1,4.847511638E0,2.498885377E0,-5.589710122E-1,5.482266483E0
2.010260433E1,4.654929789E0,2.796229742E0,1.184470475E-1,5.431510086E0
2.011256433E1,4.694095317E0,2.994095426E0,2.579639518E-1,5.573659809E0
2.012252433E1,4.706575322E0,3.349449432E0,-3.917152092E-2,5.776867418E0
2.013248433E1,4.218063258E0,3.577458683E0,-4.341879219E-1,5.547863321E0
2.014244433E1,3.440015786E0,3.732563095E0,-4.154791707E-1,5.092971511E0
2.015240433E1,2.453412750E0,3.652243987E0,-4.862205398E-1,4.426570984E0
2.016236333E1,1.319914501E0,3.212790647E0,-1.314037757E0,3.713609196E0
2.017232333E1,3.405445439E-1,2.221452536E0,-1.937655585E0,2.967377820E0
2.018228333E1,-6.410884318E-1,1.021798012E0,-2.016464943E0,2.349722626E0
2.019224333E1,-1.455122885E0,3.554908311E-1,-1.997427578E0,2.496692466E0
2.020220333E1,-1.839606550E0,5.590411788E-1,-1.878968836E0,2.688345808E0
2.021216333E1,-1.947872425E0,1.681921177E0,-1.674952465E0,3.070591407E0
2.022212333E1,-2.058473094E0,3.414027836E0,-1.123627857E0,4.141912252E0
2.023208333E1,-2.380733614E0,5.169154399E0,-1.388712987E-1,5.692744064E0
2.024204333E1,-3.141126880E0,6.133891772E0,1.087349319E0,6.976649259E0
2.025200333E1,-4.460259900E0,5.525541608E0,2.180434903E0,7.428312380E0
2.026196233E1,-5.330477325E0,3.450152519E0,2.641262155E0,6.877049272E0
2.027192233E1,-4.845210173E0,8.988117707E-1,1.896544397E0,5.280227729E0
2.028188233E1,-3.968347389E0,-7.879310203E-1,7.819013715E-1,4.120677862E0
2.029184233E1,-2.939518685E0,-1.029797587E0,3.729647966E-1,3.136934157E0
2.030180233E1,-1.801714984E0,-5.062051535E-2,5.031225014E-1,1.871328825E0
2.031176212E1,-5.150411734E-1,9.694309330E-1,5.654675612E-1,1.234834931E0
2.032172213E1,4.519941553E-2,1.314934135E0,4.778239381E-1,1.399789442E0
2.033168213E1,5.535642381E-1,1.350531984E0,5.848700845E-1,1.572400401E0
2.034164213E1,8.587659448E-1,6.934663278E-1,5.646083128E-1,1.239821375E0
2.035160213E1,8.663744880E-1,-2.649542981E-1,1.673067323E0,1.902619195E0
2.036156112E1,1.292001648E0,-8.051218343E-1,3.088015158E0,3.442866109E0
2.037152113E1,1.066970676E0,-8.533040607E-1,2.879416909E0,3.187098364E0
2.038148113E1,3.819029966E-1,-1.194524177E0,1.957110149E0,2.324439297E0
2.039144113E1,-2.237419528E-1,-1.720732071E0,1.396418009E0,2.227321839E0
2.040140113E1,-1.020444381E0,-2.041025587E0,1.413731030E0,2.684348637E0
2.041136112E1,-1.589286663E0,-2.222473460E0,1.649823764E0,3.191729755E0
2.042132113E1,-2.191120982E0,-2.488160999E0,1.835198919E0,3.789447372E0
2.043128113E1,-2.874220489E0,-2.810996300E0,2.100340912E0,4.535887517E0
2.044124113E1,-3.206914488E0,-3.054337535E0,2.396438358E0,5.035493532E0
2.045120113E1,-3.356163206E0,-3.020078114E0,2.652409579E0,5.236409060E0
2.046116012E1,-3.437031660E0,-2.864730458E0,2.740646694E0,5.247000241E0
2.047112013E1,-3.581011744E0,-2.707208807E0,2.726259913E0,5.252153629E0
2.048108012E1,-3.802383235E0,-2.531168439E0,2.748821979E0,5.331130669E0
2.049104013E1,-4.220510025E0,-2.447545069E0,2.611116250E0,5.533634412E0
2.050100013E1,-4.539055224E0,-2.525107800E0,2.364754635E0,5.707123288E0
2.051096013E1,-4.711484644E0,-2.726525084E0,2.115051630E0,5.839988868E0
2.052092013E1,-4.414335869E0,-2.893775332E0,1.831960731E0,5.587161798E0
2.053088012E1,-3.963940634E0,-3.162323329E0,1.454442561E0,5.275274150E0
2.054084013E1,-3.365257380E0,-3.537733285E0,1.145212854E0,5.015179609E0
2.055080013E1,-2.657657455E0,-3.153414511E0,7.955981818E-1,4.200016987E0
2.056075913E1,-1.925383742E0,-2.461860223E0,3.903042760E-1,3.149634223E0
2.057071913E1,-1.289656622E0,-2.198723824E0,-5.179229736E-2,2.549565276E0
2.058067912E1,-8.348467398E-1,-1.790975257E0,-5.176089782E-1,2.042665050E0
2.059063913E1,-2.604083803E-1,-1.306969058E0,-1.065809419E0,1.706437916E0
2.060059912E1,4.577264732E-1,-7.801302499E-1,-2.038604840E0,2.230252547E0
2.061055913E1,1.208033000E0,-1.837592769E-1,-3.035123292E0,3.271862558E0
2.062051913E1,1.983129382E0,5.643253076E-1,-3.910380431E0,4.420671930E0
2.063047913E1,3.054983068E0,1.556885487E0,-4.499551728E0,5.657099938E0
2.064043913E1,4.488056687E0,2.927034295E0,-4.403663238E0,6.935591719E0
2.065039912E1,5.985544403E0,4.387282848E0,-4.039634303E0,8.449475598E0
2.066035813E1,6.782352666E0,6.005921949E0,-3.704896410E0,9.787628086E0
2.067031813E1,7.230823581E0,7.159996843E0,-3.904176536E0,1.089921827E1
2.068027813E1,7.417242172E0,6.930440419E0,-3.455730178E0,1.072327174E1
2.069023813E1,6.560717465E0,5.248529182E0,-2.699134387E0,8.824703885E0
2.070019812E1,4.689870119E0,3.008970743E0,-2.382351977E0,6.060064984E0
2.071015813E1,2.757255126E0,6.884166723E-1,-2.264140134E0,3.633552516E0
2.072011813E1,9.485943800E-1,-1.701633895E0,-2.266766411E0,2.988916053E0
2.073007813E1,-8.059345973E-1,-3.729179896E0,-2.229464099E0,4.418916546E0
2.074003813E1,-2.205885786E0,-4.730664096E0,-1.676330946E0,5.482262337E0
2.074999712E1,-2.245696554E0,-4.662134728E0,-9.935936746E-1,5.269334078E0
2.075995713E1,-1.609337350E0,-3.662743832E0,-5.781609893E-1,4.042267831E0
2.076991712E1,-1.730074167E0,-2.852958258E0,-2.690447178E-1,3.347373972E0
2.077987713E1,-2.546587255E0,-2.144952829E0,5.815497431E-1,3.379959968E0
2.078983713E1,-3.523033385E0,-3.854133725E-2,1.872031407E0,3.989705660E0
2.079979713E1,-3.992547260E0,4.230067592E0,3.493163761E0,6.784990679E0
2.080975713E1,-4.259257185E0,9.967389504E0,4.803701667E0,1.185603960E1
2.081971712E1,-2.572436041E0,1.495632395E1,2.251680010E0,1.534207013E1
2.082967713E1,1.210523621E0,1.326732413E1,-2.250471536E0,1.351117608E1
2.083963713E1,4.995393276E-1,4.799237902E0,-5.805840755E-1,4.859969326E0
2.084959713E1,-4.459484267E0,-1.655618647E0,2.147106943E0,5.219017269E0
2.085955613E1,-7.503087484E0,-4.236773179E0,-8.974327049E-1,8.663253096E0
2.086951612E1,-7.352358543E0,-5.483424699E0,3.216465622E-2,9.172031244E0
2.087947613E1,-6.509941413E0,-5.870281749E0,3.186252767E0,9.326936888E0
2.088943612E1,-5.764878670E0,-5.912499231E0,4.847054093E0,9.575249689E0
2.089939613E1,-5.128585832E0,-4.958745267E0,5.649710741E0,9.100042787E0
2.090935613E1,-4.318464336E0,-2.584043641E0,5.816739964E0,7.691610987E0
2.091931613E1,-3.134223657E0,5.536862987E-1,5.786054946E0,6.603662491E0
2.092927613E1,-2.030828043E0,3.608315610E0,5.219506527E0,6.662390897E0
2.093923612E1,-7.478252605E-1,5.907803916E0,4.109012686E0,7.235010365E0
2.094919613E1,5.522151393E-1,6.724676315E0,2.485315744E0,7.190480335E0
2.095915513E1,1.956187458E0,5.886836386E0,1.175514733E0,6.313742701E0
2.096911513E1,2.494251459E0,3.288612077E0,7.384635758E-1,4.193040447E0
2.097907513E1,1.773039946E0,8.796200395E-1,5.010058824E-1,2.041668181E0
2.098903512E1,4.603528963E-1,-3.017835706E-1,-5.815219323E-1,8.007283374E-1
2.099899513E1,-8.260237299E-1,-9.014167053E-1,-1.106708354E0,1.649142401E0
2.100895512E1,-1.606448826E0,-1.651695750E0,-3.417966521E-1,2.329292088E0
2.101891513E1,-2.009434251E0,-2.352524891E0,4.738139176E-1,3.129967891E0
2.102887513E1,-1.972081360E0,-2.645504310E0,1.274356213E0,3.537199697E0
2.103883513E1,-1.396346088E0,-2.420196472E0,2.046595645E0,3.463479045E0
2.104879513E1,-7.272014000E-1,-2.256453384E0,2.447949697E0,3.407764879E0
2.105875412E1,-3.054266784E-1,-1.733673713E0,2.432661567E0,3.002790752E0
2.106871413E1,-1.552325390E-1,-6.949895275E-1,1.800429035E0,1.936143666E0
2.107867413E1,2.078436658E-1,1.654446280E-1,1.645577223E0,1.666881913E0
2.108863413E1,9.044479018E-1,4.956240320E-1,1.360250641E0,1.707029875E0
2.109859413E1,1.493420393E0,4.222367978E-1,1.224435024E0,1.976823086E0
2.110855412E1,1.469739169E0,1.797106647E-1,6.304304194E-1,1.609307821E0
2.111851413E1,1.391209017E0,-3.870839220E-1,9.509970009E-2,1.447183625E0
2.112847413E1,1.194111364E0,-1.001353807E0,-2.185572267E-2,1.558553518E0
2.113843413E1,7.881206893E-1,-1.373409800E0,-2.850367065E-1,1.608923436E0
2.114839413E1,6.161775389E-1,-1.369361773E0,-4.464531145E-1,1.566571673E0
2.115835312E1,6.496706825E-1,-1.230126704E0,-3.068501830E-1,1.424584409E0
2.116831313E1,7.234856406E-1,-1.179715519E0,-2.745992804E-1,1.410873822E0
2.117827312E1,8.797910705E-1,-1.115721837E0,-4.968976287E-1,1.505249082E0
2.118823313E1,1.025137649E0,-9.854780316E-1,-8.569807899E-1,1.660268118E0
2.119819313E1,1.031661972E0,-7.419075859E-1,-1.053272477E0,1.650495744E0
2.120815313E1,1.044362125E0,-3.336082113E-1,-1.072872344E0,1.533962761E0
2.121811313E1,1.061733910E0,1.523275691E-1,-7.408300171E-1,1.303576503E0
2.122807312E1,1.074137024E0,5.893800420E-1,-2.645596111E-1,1.253447632E0
2.123803313E1,1.257108973E0,8.743212926E-1,5.108229920E-2,1.532112951E0
2.124799313E1,1.438307754E0,7.427887613E-1,2.529400241E-1,1.638426988E0
2.125795313E1,1.615919268E0,1.393666309E-1,1.639417474E-1,1.630182516E0
2.126791213E1,2.165743189E0,-4.429815495E-1,-2.671861804E-1,2.226671208E0
2.127787212E1,2.788181634E0,-6.360916936E-1,-8.381586027E-1,2.980113976E0
2.128783213E1,2.944382399E0,-6.054628086E-1,-9.741196690E-1,3.159886399E0
2.129779212E1,2.471524501E0,-4.691928631E-1,-7.250923093E-1,2.618078333E0
2.130775196E1,1.951924107E0,-1.334761459E-1,-3.209248696E-1,1.982628653E0
2.131771196E1,1.801431541E0,4.598963749E-1,2.799833965E-1,1.880173123E0
2.132767196E1,1.847717661E0,1.142122015E0,7.415101214E-1,2.295286586E0
2.133763196E1,1.968116071E0,1.627118733E0,7.423174757E-1,2.659329140E0
2.134759196E1,2.144879739E0,1.863636852E0,2.234599708E-1,2.850190479E0
2.135755196E1,2.241421070E0,1.667416574E0,-1.616287351E-1,2.798279881E0
2.136751096E1,2.561925963E0,1.272067028E0,-1.886136353E-1,2.866564890E0
2.137747096E1,3.033890991E0,1.065006012E0,-1.568607692E-1,3.219213825E0
2.138743096E1,3.697794966E0,1.232444540E0,-4.325325751E-1,3.921694989E0
2.139739096E1,4.276111784E0,1.592184543E0,-1.071147781E0,4.686954360E0
2.140735096E1,4.660068322E0,2.078125586E0,-1.691502424E0,5.375502132E0
2.141731096E1,4.789861892E0,2.606937245E0,-1.590343840E0,5.680501058E0
2.142727096E1,4.659706380E0,2.725874289E0,-8.492963791E-1,5.464847530E0
2.143723096E1,4.776291381E0,2.556244808E0,-3.605827327E-1,5.429306290E0
2.144719096E1,5.064237809E0,2.661392364E0,-2.276233345E-1,5.725497907E0
2.145715096E1,4.794545804E0,3.098499801E0,-3.277013540E-2,5.708716525E0
2.146711096E1,4.255028771E0,3.511946479E0,3.018975914E-1,5.525412208E0
2.147706996E1,3.655906683E0,3.657187808E0,4.119169007E-1,5.187518854E0
2.148702996E1,1.997650357E0,3.486075473E0,-1.067865373E0,4.157362819E0
2.149698996E1,4.166643282E-1,2.839159414E0,-2.353286199E0,3.711117254E0
2.150694996E1,-7.191882294E-1,1.644085599E0,-2.318029243E0,2.931468699E0
2.151690996E1,-1.839334069E0,9.914690888E-1,-2.016959032E0,2.904183967E0
2.152686996E1,-2.323339976E0,1.236123608E0,-1.764348207E0,3.168412034E0
2.153682996E1,-2.517027533E0,2.341950202E0,-1.321034535E0,3.683108822E0
2.154678996E1,-2.933617090E0,3.869643465E0,-5.696369183E-1,4.889246976E0
2.155674996E1,-3.424346125E0,5.379193987E0,3.785545155E-1,6.387893068E0
2.156670996E1,-4.388519534E0,6.240641465E0,1.090752545E0,7.706779529E0
2.157666896E1,-5.647222166E0,5.661759514E0,1.480814381E0,8.132616443E0
2.158662896E1,-6.535156946E0,3.792887650E0,1.652846189E0,7.734738105E0
2.159658896E1,-6.400647597E0,1.181530495E0,1.342711333E0,6.645839127E0
2.160654896E1,-4.856486529E0,-7.616612345E-1,7.869138971E-1,4.978435771E0
2.161650896E1,-3.450195204E0,-1.425673968E0,3.019465618E-1,3.745339095E0
2.162646896E1,-2.361708236E0,-9.026984149E-1,5.284830451E-2,2.528897618E0
2.163642896E1,-1.252418921E0,1.141604537E-1,-7.019816279E-2,1.259568794E0
2.164638896E1,-7.125563174E-2,8.238276619E-1,-4.001717448E-2,8.278712193E-1
2.165634896E1,7.813482249E-1,1.002337309E0,5.147084668E-2,1.271941184E0
2.166630896E1,1.371128509E0,5.801449496E-1,6.329634333E-1,1.617777567E0
2.167626896E1,1.839110413E0,-1.760555702E-1,2.294239407E0,2.945650545E0
2.168622796E1,1.653583670E0,-5.005257529E-1,2.749660177E0,3.247382957E0
2.169618796E1,1.117207907E0,-4.882810986E-1,2.150724177E0,2.472283645E0
2.170614796E1,3.082388967E-1,-7.798513377E-1,1.746497827E0,1.937378121E0
2.171610796E1,-8.713821897E-1,-1.015449105E0,1.682475201E0,2.149689886E0
2.172606796E1,-1.964867650E0,-1.239741865E0,1.960217944E0,3.039756432E0
2.173602796E1,-2.797825154E0,-1.621789581E0,1.821636594E0,3.711655550E0
2.174598796E1,-3.445823241E0,-1.972272272E0,1.552605617E0,4.263113876E0
2.175594796E1,-3.819197196E0,-2.308973660E0,1.620857242E0,4.748136981E0
2.176590796E1,-3.957444085E0,-2.751613147E0,1.828496840E0,5.155205068E0
