time,X,Y,Z
10.37182258, -1.598426738, -1.236146997, 1.999552456
10.38178258, -0.7770014048, -0.3373726487, 1.601499742
10.39174158, -0.5636128244, 0.491522795, 0.8360343093
10.40170158, -0.2490755993, 0.849976995, 0.6531632245
10.41166158, 0.2705600238, 0.8280113447, 0.4547905862
10.42162158, 0.1225789824, 0.421904676, -0.1943357205
10.43158158, -0.03481914595, -0.09282630265, -0.6614007819
10.44154058, -0.07303625509, -0.6493713051, -0.7307522678
10.45150058, 0.1597248816, -0.8879669398, -0.5290367764
10.46146058, 0.4667335242, -1.06732034, -0.1888101017
10.47142058, 0.8270947936, -1.14507252, 0.07643480301
10.48138058, 1.129712762, -1.08869893, 0.2364239788
10.49134058, 1.275789365, -0.966331324, 0.2257597538
10.50129958, 1.307038055, -0.850161767, 0.1483671769
10.51125958, 1.294523552, -0.7415818959, 0.06567702256
10.52121958, 1.289077163, -0.5650848609, -0.1793920646
10.53117958, 1.291207011, -0.4005108833, -0.4879185712
10.54113958, 1.275925898, -0.3194140953, -0.5876976518
10.55109958, 1.231831752, -0.2957527524, -0.5242556544
10.56105858, 1.130991256, -0.2718031418, -0.3714075369
10.57101858, 1.096832699, -0.1433906847, -0.2125720167
10.58097858, 0.9230490643, -0.09641123056, 0.02756392077
10.59093858, 0.7896571183, -0.3484063447, 0.3262145533
10.60089858, 0.7260022822, -0.6913888121, 0.3655854642
10.61085758, 0.6101899901, -0.9552835947, 0.1638132548
10.62081758, 0.4889394951, -0.9885361254, -0.1266566844
10.63077758, 0.4440574372, -0.8068455935, -0.3673074692
10.64073758, 0.4624706116, -0.5571887809, -0.09780462205
10.65069758, 0.6588937882, -0.1057755464, 0.5702630089
10.66065758, 1.008991732, 0.5089533448, 1.125388307
10.67061658, 1.441695046, 0.9744759107, 1.278377197
10.68057658, 1.840385984, 1.165955851, 1.041946201
10.69053658, 2.005199112, 1.159795809, 0.768350303
10.70049658, 2.106376408, 1.141719142, 0.6508037268
10.71045658, 2.396136642, 1.289442029, 0.4653471494
10.72041658, 2.770847856, 1.547333475, 0.09233820632
10.73037558, 3.32638129, 1.909667888, -0.5047895426
10.74033558, 3.909931365, 2.201338699, -1.165522134
10.75029558, 4.276602073, 2.531159084, -1.433091599
10.76025558, 4.344958363, 2.828332125, -0.9435686982
10.77021558, 4.324300734, 2.79323012, -0.1226735611
10.78017458, 4.541114906, 2.5763183, 0.25263363
10.79013458, 4.747069044, 2.552423068, 0.0582844609
10.80009458, 4.830174351, 2.650109577, -0.389219179
10.81005458, 4.951039222, 3.056641338, -0.7143602566
10.82001458, 4.45026964, 3.717856763, -0.917651061
10.82997458, 3.069984099, 3.787578962, -1.366089086
10.83993358, 1.545526101, 2.457069599, -1.988891813
10.84989358, 0.5414586014, 0.9063038081, -2.102170506
10.85985358, -0.1137529119, -0.1623426801, -2.035935001
10.86981358, -0.8659682527, -0.637718389, -2.095167881
10.87977358, -0.9243752128, -0.2405638075, -2.022065406
10.88973358, -0.7620428384, 1.420907902, -1.868542081
10.89969258, -1.004162444, 3.981137003, -1.277525403
10.90965258, -2.31195881, 6.230241607, 0.01447544016
10.91961258, -4.198648748, 7.371505836, 1.611172206
10.92957258, -5.722632537, 6.704192349, 2.613457475
10.93953258, -5.944168335, 4.294042563, 2.800562528
10.94949258, -4.825246902, 1.533843949, 2.318742603
10.95945158, -3.805684281, 0.007860412002, 1.989468494
10.96941158, -2.866137298, 0.03686610997, 1.78538912
10.97937158, -1.509527572, 0.6471850312, 1.170771618
10.98933158, 0.02943926901, 0.8908706671, 0.6898556721
10.99929158, 0.8200404203, 0.5939420396, 0.4707871065
11.00925058, 1.021722144, 0.2575160551, 0.6487674339
11.01921058, 1.058007772, 0.1167285508, 0.8357720616
11.02917058, 1.12897192, -0.3958833969, 1.295898817
11.03913058, 0.4219415134, -0.6985405415, 1.651036476
11.04909058, -0.4518216625, -0.7944933504, 1.501629591
11.05905058, -1.109922568, -1.066746728, 1.369380776
11.06900958, -1.744702439, -1.414840831, 1.456218945
11.07896958, -2.178680738, -1.888583413, 1.650633895
11.08892958, -2.481812969, -2.238429927, 1.753491389
11.09888958, -2.751069649, -2.50128449, 1.862020974
11.10884958, -2.990271347, -2.637752071, 1.842829243
11.11880958, -3.142529919, -2.745847208, 2.036361556
11.12876858, -3.27934044, -2.903251914, 2.344840773
11.13872858, -3.454500509, -3.04780678, 2.632421749
11.14868858, -3.668864405, -3.142215924, 2.806852671
11.15864858, -4.098197968, -3.169093235, 2.769678997
11.16860858, -4.506154696, -3.211902455, 2.610630931
11.17856858, -4.903970013, -3.253598365, 2.478686755
11.18852758, -5.063619758, -3.336035335, 2.186201719
11.19848758, -4.803644949, -3.496257815, 1.689279605
11.20844758, -4.162401858, -3.403317491, 1.152694366
11.21840758, -3.313145825, -3.095810081, 0.6222861251
11.22836758, -2.365750709, -2.601419227, 0.2261995375
11.23832658, -1.594476652, -1.932862623, -0.2169410563
11.24828658, -0.8618062046, -1.396350766, -0.7408150336
11.25824658, 0.008775501251, -0.7933654225, -1.118352207
11.26820658, 0.9051428434, -0.2303224093, -1.909966096
11.27816658, 1.972338053, 0.4872128123, -2.728704633
11.28812658, 2.875433201, 1.284284785, -3.481391269
11.29808558, 3.823831115, 2.217772298, -4.080308704
11.30804558, 5.126717062, 3.215843478, -3.74838683
11.31800558, 6.048959211, 3.612375332, -2.991418863
11.32796558, 6.198461405, 4.225504425, -2.669480525
11.33792558, 5.899203832, 5.04824275, -2.94016334
11.34788558, 6.038434807, 5.190774479, -2.992698819
11.35784458, 5.926069449, 4.573944683, -2.575525417
11.36780458, 4.734289662, 3.362437853, -2.127721961
11.37776458, 2.996619962, 1.926128384, -1.788734458
11.38772458, 1.220722042, 0.1558587027, -1.883149011
11.39768458, -0.3483446565, -1.82034933, -1.88656817
11.40764458, -1.689347141, -3.401347564, -1.337247695
11.41760358, -2.162871914, -3.717898278, -1.408547473
11.42756358, -2.072550558, -2.739630448, -1.517389592
11.43752358, -2.671308365, -1.646396418, -1.173505776
11.44748358, -3.46865808, -0.6395789731, -0.6709957704
11.45744358, -4.033673651, 1.067253097, -0.0538756603
11.46740358, -4.318380136, 4.14912634, 0.2117501906
11.47736258, -3.336145847, 7.627215101, 1.974143381
11.48732258, -1.891186593, 9.924546955, 4.597216601
11.49728258, -1.315889278, 9.385228434, 2.19414867
11.50724258, -1.778548462, 4.998357815, -0.3255551335
11.51720258, -3.978407523, -0.2200973833, 2.385172528
11.52716158, -6.354261051, -2.830114941, 2.280327566
11.53712158, -7.326024438, -3.776814238, 0.6198845275
11.54708158, -6.468685214, -4.054306721, 2.64318355
11.55704158, -5.070508363, -4.164240223, 4.823895611
11.56700158, -4.152004631, -3.7168756, 5.906729783
11.57696158, -3.345868013, -2.252905294, 6.021951506
11.58692058, -2.198069813, 0.09791747332, 5.704172877
11.59688058, -0.7800726548, 2.466364333, 4.880649855
11.60684058, 0.431732676, 4.317643095, 3.469052474
11.61680058, 1.717215263, 5.257009399, 2.473030744
11.62676058, 2.757460948, 4.837344791, 1.611639107
11.63672058, 2.960908384, 3.18123147, 0.3143638551
11.64667958, 2.077181261, 1.089443865, -0.4648572258
11.65663958, 0.2041201589, -0.1643178695, -0.4920946527
11.66659958, -1.312862759, -0.6044658583, -0.002856949568
11.67655958, -1.767931965, -1.129456362, 0.620128868
11.68651958, -1.976386957, -1.633836014, 0.9880905676
11.69647958, -1.650906668, -2.103134712, 1.553961879
11.70643858, -1.41455958, -2.448715682, 2.058235112
11.71639858, -1.185069961, -2.328780518, 2.123795264
11.72635858, -0.6102565022, -1.801203791, 1.82471603
11.73631858, -0.4419186719, -0.8412511951, 1.078161077
11.74627858, 0.06847235709, 0.1384392625, 0.6920811224
11.75623858, 0.7679249181, 0.8300110924, 0.6071655178
11.76619758, 0.9038662501, 0.8619848371, 0.1276102191
11.77615758, 0.7070675361, 0.3956769902, -0.3250326848
11.78611758, 0.4494780985, -0.2323689348, -0.2988430059
11.79607758, 0.3318970236, -0.8142294574, -0.313070451
11.80603758, 0.19539202, -1.186749135, -0.4474008751
11.81599758, 0.1682553115, -1.464801196, -0.2442861815
11.82595658, -0.05551821627, -1.59853228, 0.1778401039
11.83591658, 0.02574061275, -1.586651908, 0.5727043676
11.84587658, 0.1393288433, -1.543541556, 0.6970722326
11.85583658, 0.2217983383, -1.35615876, 0.6120181221
11.86579658, 0.4982163951, -0.9838583529, 0.2623826927
11.87575658, 0.6093397684, -0.5567192495, -0.2933390949
11.88571558, 0.5717032878, -0.1284393543, -0.6477850286
11.89567558, 0.6684870225, 0.1513382202, -0.6277244742
11.90563558, 0.8193864092, 0.2108394867, -0.4335195851
11.91559558, 0.9078778785, -0.004663154483, -0.1348454176
11.92555558, 1.025811248, -0.2314211011, 0.1661474633
11.93551558, 1.13406309, -0.1743861902, 0.2057934858
11.94547458, 1.294567991, -0.02501321912, 0.1967984216
11.95543458, 1.549463616, -0.01492209435, 0.2477154639
11.96539458, 1.960468205, -0.2373981249, 0.3143772306
11.97535458, 2.351221255, -0.5482442951, 0.4878928435
11.98531458, 2.310083461, -0.632968111, 0.7802344765
11.99527458, 2.600647395, -0.5361475754, 0.7921750756
12.00523358, 2.729707139, -0.3394887561, 0.5623758459
12.01519358, 2.657190847, 0.09078971744, 0.3096976309
12.02515358, 2.348172224, 0.789078244, 0.2320835906
12.03511358, 1.791143072, 1.243285863, 0.3503825574
12.04507358, 1.459559167, 1.325646819, 0.3499872856
12.05503358, 1.70495716, 1.405034466, 0.05566593155
12.06499258, 2.395315693, 1.904735177, -0.3666498037
12.07495258, 3.287377145, 2.670656108, -0.7770693786
12.08491258, 3.851460378, 2.956980225, -1.023479817
12.09487258, 4.106832844, 3.016413079, -0.5298530477
12.10483258, 4.076165952, 2.994101273, 0.3896105039
12.11479258, 3.928865819, 3.140875157, 0.6193025833
12.12475158, 4.155563832, 3.666718769, -0.07019933224
12.13471158, 3.992878212, 4.447548931, -1.068754808
12.14467158, 2.807110533, 4.85244581, -1.712724455
12.15463158, 1.578849968, 4.411768649, -1.714731804
12.16459158, 0.7821555792, 3.289863381, -1.755285168
12.17455158, 0.3885337757, 1.88925058, -2.570612587
12.18451058, 0.04569832921, 0.4476470429, -3.110873678
12.19447058, -0.1742359167, -0.8855374217, -2.518854788
12.20443058, -0.207594282, -1.800601528, -1.46404749
12.21439058, -0.03364396524, -1.774438747, -0.7979554868
12.22435058, 0.1697297234, -0.03499733984, -0.5962136463
12.23431058, -0.1333086231, 2.8360715, -0.4711522651
12.24426958, -1.654191341, 5.44330052, -0.4392510259
12.25422958, -4.008443208, 7.017579135, 0.0854314021
12.26418958, -5.664532848, 6.655044163, 1.349735155
12.27414958, -5.90777468, 4.589929217, 2.084819917
12.28410958, -5.421958768, 2.62539632, 2.08918077
12.29406958, -4.830267321, 1.510294288, 1.856250211
12.30402833, -3.787126388, 1.010962536, 1.581332403
12.31398833, -2.332655907, 0.9721288383, 1.129363976
12.32394833, -1.06710677, 0.9093747658, 0.9235185957
12.33390833, -0.1144380502, 0.9305311614, 0.7915080544
12.34386833, 0.765414416, 0.7274643785, 0.627148962
12.35382833, 1.520864007, 0.3789299798, 0.6051116833
12.36378733, 1.709122716, -0.2578826755, 1.152076608
12.37374733, 1.142578098, -0.7414199281, 1.810099161
12.38370733, 0.3459847203, -0.7489306766, 1.038804346
12.39366733, -0.3434005433, -0.6853843063, 0.264232167
12.40362733, -1.040156807, -0.7696005839, 0.4474549618
12.41358733, -1.587438066, -0.9984530032, 0.7299254715
12.42354633, -2.398039618, -1.351037183, 1.047650306
12.43350633, -2.888021087, -1.858555037, 1.244280767
12.44346633, -2.839278405, -2.537418528, 1.650372232
12.45342633, -2.944057001, -3.117804383, 2.173424384
12.46338633, -3.21128762, -3.403255511, 2.340381102
12.47334633, -3.584905112, -3.519865948, 2.4137391
12.48330533, -4.113879324, -3.607629731, 2.512930389
12.49326533, -4.607656805, -3.82961635, 2.659131538
12.50322533, -5.126769687, -4.346557576, 2.789295821
12.51318533, -5.401680039, -4.830948522, 2.633468693
12.52314533, -5.241212561, -4.922163917, 2.22925009
12.53310533, -4.81619395, -4.737072644, 1.783471233
12.54306533, -4.150852145, -4.244490919, 1.332542148
12.55302433, -3.28203776, -3.452969123, 0.7820086679
12.56298433, -2.172496431, -2.626244166, 0.2345496538
12.57294433, -1.137238128, -1.863609955, -0.2560791019
12.58290433, -0.4377140853, -1.191370774, -0.8021137342
12.59286433, 0.3672756019, -0.8004510784, -1.291846696
12.60282433, 1.059122836, -0.8144510669, -1.699867159
12.61278333, 1.723191117, -0.5700935858, -2.027835146
12.62274333, 2.115804751, -0.1681191444, -2.43129595
12.63270333, 2.630294825, 0.5690942967, -2.888924774
12.64266333, 3.292977316, 1.689646518, -3.238323976
12.65262333, 3.946402496, 2.897528075, -3.158928143
12.66258333, 4.322516749, 4.267244189, -3.024664085
12.67254233, 4.738377743, 5.635496745, -3.410196741
12.68250233, 5.820711393, 6.001359951, -3.622322907
12.69246233, 6.802747169, 5.509375811, -3.034908407
12.70242233, 6.31299725, 4.229733131, -2.21670869
12.71238233, 4.683499577, 2.289493661, -2.048193397
12.72234233, 3.174533192, 0.2134607935, -2.320459053
12.73230133, 1.684238721, -1.770835692, -2.289633409
12.74226133, -0.3602662522, -2.976115238, -1.774617964
12.75222133, -1.814063573, -2.747111376, -1.358220488
12.76218133, -1.807167951, -1.494818462, -1.488469555
12.77214133, -2.19217962, 0.201138956, -1.751091107
12.78210133, -3.805350697, 1.830267962, -1.332755571
12.79206033, -5.445651101, 3.163386353, -0.6877752328
12.80202033, -6.196882657, 5.540359622, -0.4791208506
12.81198033, -4.526559432, 9.08792617, 0.29467628
12.82194033, -1.280337037, 11.89335241, 3.956802646
12.83190033, 0.7376683545, 11.50822088, 4.76404585
12.84186033, -1.374787989, 5.772479466, 1.98872926
12.85182033, -5.649733545, -1.557101249, 2.782459549
12.86177933, -8.074510726, -4.856576284, 1.518753455
12.87173933, -8.770646308, -5.958233812, -0.06851416469
12.88169933, -7.860506142, -6.028027933, 1.739306921
12.89165933, -6.319719209, -5.644780954, 4.128704939
12.90161933, -5.052943912, -5.115697399, 5.76067803
12.91157933, -4.232323155, -3.262175646, 6.357284646
12.92153833, -3.457356581, -0.36759983, 6.139300447
12.93149833, -2.048089901, 2.359835665, 5.443478276
12.94145833, -0.5824738955, 4.43406876, 4.278783084
12.95141833, 0.9322919042, 5.777208109, 3.700939306
12.96137833, 2.547586836, 6.250405145, 3.036567847
12.97133833, 3.817375204, 5.106784489, 1.412932885
12.98129733, 3.836446483, 2.451945684, -0.3790749177
12.99125733, 2.560900946, -0.2554899949, -1.073434115
13.00121733, 0.738380253, -1.421549342, -0.5994986486
13.01117733, -0.2202460487, -1.791443034, 0.04670057852
13.02113733, -0.6535738452, -2.232804905, 0.5844619854
13.03109733, -0.834799962, -2.514184617, 1.025765347
13.04105633, -0.7073968805, -2.523331416, 1.252482948
13.05101633, -0.4170390616, -2.063651388, 1.56721167
13.06097633, 0.4115900414, -1.40967657, 2.044511697
13.07093633, 0.7410230483, -0.5465503567, 1.758191088
13.08089633, 0.812165975, 0.2620441389, 0.8355951834
13.09085633, 1.020866404, 0.7127492756, 0.2516512978
13.10081633, 1.165143965, 0.903221156, 0.02380050659
13.11077533, 0.8725814536, 0.8109246111, -0.1222547543
13.12073533, 0.4864335977, 0.501176548, -0.3117378706
13.13069533, 0.1263552605, -0.007382109761, -0.3544640966
13.14065533, -0.1577890147, -0.5459609574, -0.4081444599
13.15061533, -0.4929351899, -0.7797952044, -0.3661374414
13.16057533, -0.7866564003, -1.154808719, -0.229408526
13.17053433, -0.785306863, -1.440469177, -0.06541868526
13.18049433, -0.6755543328, -1.496170338, 0.2427301643
13.19045433, -0.5939564384, -1.531284623, 0.4484626564
13.20041433, -0.263044963, -1.543447416, 0.2296446439
13.21037433, 0.07666481785, -1.277282159, -0.08119684853
13.22033433, 0.2495930779, -0.7235601926, -0.2815025032
13.23029333, 0.2904033906, -0.1556534654, -0.4548070315
13.24025333, 0.4716033412, 0.1706995207, -0.5967506035
13.25021333, 0.8112204802, 0.4116387194, -0.6962696292
13.26017333, 1.001445023, 0.5773540735, -0.4401509124
13.27013333, 1.09576529, 0.3438075095, -0.09452608824
13.28009333, 1.326148218, -0.3183785534, 0.05475895531
13.29005333, 1.614361863, -0.7739304471, 0.07624710739
13.30001246, 1.786856771, -0.7526880974, 0.06216759682
13.30997246, 1.883322965, -0.5375830668, -0.07492410176
13.31993246, 2.101006325, -0.3737329745, -0.2514536619
13.32989246, 2.391947697, -0.2801763546, -0.299313122
13.33985246, 2.535910531, -0.2707062042, 0.1264917929
13.34981246, 2.946265495, -0.08016240299, 0.6635145503
13.35977146, 3.673435173, 0.2966333431, 0.8099095345
13.36973146, 4.152296992, 0.6022404081, 0.5442968398
13.37969146, 4.177010834, 0.776595608, 0.2463443649
13.38965146, 3.789684545, 0.676749723, 0.2568412864
13.39961146, 3.457984865, 0.5006543916, 0.2565733378
13.40957146, 3.548929826, 0.7308633649, -0.0809010525
13.41953146, 3.97409871, 1.23677031, -0.7369608414
13.42949046, 4.434678332, 1.932032903, -1.267273626
13.43945046, 4.630062166, 2.410122889, -1.192466688
13.44941046, 4.646215976, 2.544703574, -0.5218523756
13.45937046, 4.588981675, 2.659427699, -0.08233698249
13.46933046, 4.427829488, 3.174634057, -0.1310559833
13.47929046, 4.226495528, 3.732550231, -0.1611323795
13.48924946, 3.874403683, 4.042834484, 0.1310307672
13.49920946, 2.433331365, 4.041338766, -0.477977793
13.50916946, 1.235666356, 3.380617431, -1.767451909
13.51912946, 0.1697768666, 1.820997786, -2.32794729
13.52908946, -0.9412698653, 0.2825187492, -2.271145098
13.53904946, -1.888072074, -0.04425991416, -2.209818331
13.54900946, -2.110509805, 0.9763844419, -2.447824566
13.55896846, -2.118053883, 3.118711286, -2.327878293
13.56892846, -2.932597628, 5.996038401, -1.92184296
13.57888846, -4.301591903, 8.572601699, -0.7803729824
13.58884846, -5.742863318, 9.352413275, 1.054305461
13.59880846, -6.859264601, 7.325856038, 2.787529085
13.60876846, -6.608192763, 3.50152791, 3.18889717
13.61872746, -4.876140482, 0.2658442444, 2.380655407
13.62868746, -3.49624232, -1.068028437, 1.488817172
13.63864746, -2.056010978, -1.030001655, 1.029325279
13.64860746, -0.7173060107, -0.06738272846, 0.6825454831
13.65856746, 0.315736489, 1.094970068, 0.1755429156
13.66852746, 1.184693692, 1.879068239, 0.1400767753
13.67848746, 1.832922013, 1.77700509, 0.3235055383
13.68844646, 1.339971913, 1.174648322, 0.7236024387
13.69840646, 1.599492101, 0.4055710638, 1.744118887
13.70836646, 0.9969222021, -0.3069940245, 2.029624686
13.71832646, 0.03040405959, -0.7344424456, 2.23465818
13.72828646, -0.5540976503, -1.300306156, 2.040811287
13.73824646, -1.043609003, -1.934534342, 1.649693663
13.74820546, -1.652227846, -2.576991314, 1.611782363
13.75816546, -2.378633294, -3.07797315, 1.752500578
13.76812546, -3.000288212, -3.634671934, 1.803762533
13.77808546, -3.600506361, -4.031468081, 1.897240508
13.78804546, -3.956727509, -4.162828705, 2.229301546
13.79800546, -4.20975758, -3.984086339, 2.5566661
13.80796546, -4.431771096, -3.696412684, 2.702562317
13.81792446, -4.620320997, -3.353743628, 2.599872346
13.82788446, -4.757106667, -3.163545982, 2.461813737
13.83784446, -4.800462309, -3.224335974, 2.454785969
13.84780446, -4.62066189, -3.455002785, 2.494754027
13.85776446, -4.222575554, -3.69981284, 2.413811313
13.86772446, -3.714753353, -3.865228232, 2.158942
13.87768346, -3.176105801, -3.77136054, 1.682356794
13.88764346, -2.463631637, -3.207791862, 1.102667928
13.89760346, -1.739819722, -2.59960659, 0.4375991875
13.90756346, -1.101046495, -2.294697683, -0.007713646889
13.91752346, -0.7519247434, -2.349127659, -0.753437418
13.92748346, -0.07332057595, -2.095360839, -1.488814541
13.93744346, 0.7415213773, -1.542892515, -2.401254856
13.94740246, 1.635796878, -0.7483740216, -2.998408917
13.95736246, 2.407665305, 0.2004244262, -3.396196167
13.96732246, 3.466468298, 1.611205536, -3.591607483
13.97728246, 4.993479483, 3.480867358, -3.201565747
13.98724246, 5.978613113, 5.442249191, -2.993128881
13.99720246, 6.323811091, 7.191888726, -3.839928499
14.00716146, 6.913041444, 7.546484349, -4.186478938
14.01712146, 7.216223084, 6.507966224, -3.459525021
14.02708146, 5.964808422, 4.958378647, -2.894812628
14.03704146, 3.87037349, 3.143369579, -3.049524399
14.04700146, 1.738975968, 1.231684987, -3.147608811
14.05696146, -0.1168715152, -0.587303111, -2.833004927
14.06692146, -1.473332283, -2.154355152, -2.27872996
14.07688046, -2.140063387, -2.509558885, -1.874685897
14.08684046, -2.718502119, -1.420347154, -1.26199286
14.09680046, -3.479744108, -0.04046799481, -0.01758959413
14.10676046, -4.06968139, 2.097330181, 1.277309203
14.11672046, -4.656070289, 5.45179594, 2.20956924
14.12668046, -5.290319817, 9.326145244, 2.390342928
14.13664046, -3.691729065, 11.26368798, 3.149131133
14.14659946, -0.173783927, 8.741324276, 4.391019219
14.15655946, 0.05685744792, 3.295370289, 0.5827425751
14.16651946, -3.570961257, -1.424279991, -1.35258845
14.17647946, -6.928143632, -4.887682301, 0.3211232364
14.18643946, -7.916775652, -6.218126761, -0.6362179935
14.19639946, -7.312988071, -5.963348372, 0.8908393845
14.20635946, -6.181330233, -5.358181432, 3.819310048
14.21631846, -4.825694506, -4.615962775, 5.710975528
14.22627846, -4.026611969, -2.668334763, 7.254715304
14.23623846, -3.778171377, 0.568306092, 8.075388393
14.24619846, -2.69486972, 3.856721118, 7.228799275
14.25615846, -0.8219319946, 5.998060368, 4.836103427
14.26611846, 1.218075008, 6.565806296, 3.132304308
14.27607746, 2.544453606, 6.060327367, 1.568830471
14.28603746, 3.0835435, 4.211310893, -0.23339746
14.29599746, 2.817912387, 1.487501256, -1.977649956
14.30595783, 1.391120139, -0.3569029337, -1.967485156
14.31591783, -0.7377584016, -1.044832533, -0.9004385392
14.32587783, -1.762737299, -1.419917384, -0.005540821552
14.33583783, -2.135934083, -1.737819389, 0.4789886669
14.34579683, -2.447794746, -1.970553775, 0.9268140864
14.35575683, -2.157480635, -2.157357112, 1.685879742
14.36571683, -1.716927726, -2.099845653, 2.103984897
14.37567683, -1.082656563, -1.616540535, 2.056331259
14.38563683, -0.4427030759, -1.11188314, 1.818086457
14.39559683, -0.3724123809, -0.5463076973, 1.501576674
14.40555683, 0.07835736752, -0.1083851588, 1.333041208
14.41551583, 0.9205645823, 0.3308980268, 0.9093098617
14.42547583, 1.181274533, 0.5716758424, 0.5914827007
14.43543583, 1.097047292, 0.2524511969, 0.2156266022
14.44539583, 1.15043047, -0.2250739485, -0.04498445727
14.45535583, 1.103183652, -0.6126116145, -0.1634343553
14.46531583, 1.129683453, -0.9130900866, -0.053589768
14.47527583, 0.8360173523, -1.243493439, 0.1842364097
14.48523483, 0.6561906204, -1.436593058, 0.1784798259
14.49519483, 0.591365464, -1.447723818, 0.1007095188
14.50515483, 0.5665244089, -1.466919642, -0.05790212609
14.51511483, 0.5512120494, -1.37583464, -0.397911796
14.52507483, 0.6026230718, -1.108625656, -0.8582520477
14.53503483, 0.6711442897, -0.7665459985, -1.332217189
14.54499383, 0.7489365238, -0.4578451717, -1.406518489
14.55495383, 0.8579043576, -0.1234996265, -0.989656525
14.56491383, 0.8894731826, 0.1596617317, -0.4150646031
14.57487383, 0.9754067874, 0.1137172347, -0.01605068006
14.58483383, 1.159877963, 0.1054942954, 0.06354446992
14.59479383, 1.203982049, 0.3242175829, 0.03578963757
14.60475383, 1.171958018, 0.3710052484, 0.1039436138
14.61471283, 1.351684763, 0.01695926428, 0.1806527974
14.62467283, 1.573897376, -0.4132806176, 0.07791312531
14.63463283, 1.655878263, -0.6771987891, -0.1134313059
14.64459283, 1.747838008, -0.5900290829, -0.1769643737
14.65455283, 1.843872386, -0.2554841477, -0.3122668974
14.66451283, 2.006777861, 0.3521754599, -0.2608304031
14.67447283, 2.242323295, 1.114032576, 0.003480701298
14.68443183, 2.432141165, 1.720037422, 0.08247833893
14.69439183, 2.609506511, 1.889491485, -0.1888225271
14.70435183, 2.616106848, 1.634421321, -0.6241056325
14.71431183, 2.475923069, 1.079851508, -0.7337729394
14.72427183, 2.550907762, 0.6813485581, -0.6392771105
14.73423183, 2.854988412, 0.8383878136, -0.8441169155
14.74419183, 3.331043275, 1.329935752, -1.379936024
14.75415083, 3.917384226, 1.945818298, -1.681912991
14.76411083, 3.94132302, 2.592767687, -1.150782473
14.77407083, 3.793254855, 2.887563835, -0.35573466
14.78403083, 3.974103972, 2.744771905, -0.504732386
14.79399083, 4.151161463, 2.872246469, -0.8764393003
14.80395083, 4.073144111, 3.133501233, -0.686704096
14.81391083, 3.883305484, 3.337643319, -0.3070110545
14.82386983, 3.685672811, 3.325309787, -0.7705525106
14.83382983, 2.894195747, 3.118443484, -2.020539867
14.84378983, 1.096559634, 2.201655618, -2.539972592
14.85374983, -0.5509246588, 1.218108337, -2.200932902
14.86370983, -1.603910549, 1.395967188, -2.213213809
14.87366983, -2.160111151, 2.671341986, -2.017713908
14.88362983, -2.852613565, 4.241617012, -1.352138214
14.89358883, -3.396643187, 5.81742058, -0.01539337993
14.90354883, -3.715439524, 6.753054607, 1.910268981
14.91350883, -4.231654526, 6.031273137, 3.215346465
14.92346883, -4.585846106, 3.684439341, 3.125347291
14.93342883, -3.871181282, 0.9916754955, 1.973135905
14.94338883, -2.373637433, -0.6930049825, 0.9107493
14.95334883, -1.370068993, -1.430164629, 0.3465117006
14.96330783, -0.9932245691, -0.9591585445, -0.06560459018
